id,category,source_name,capabilities,metric
bfcl_multi_turn:41,multi_step_tool_calling,BFCL v3 multi-turn base,tool_selection argument_generation multi_step_execution,ordered_tool_sequence_match
bfcl_multi_turn:42,multi_step_tool_calling,BFCL v3 multi-turn base,tool_selection argument_generation multi_step_execution,ordered_tool_sequence_match
bfcl_multi_turn:43,multi_step_tool_calling,BFCL v3 multi-turn base,tool_selection argument_generation multi_step_execution,ordered_tool_sequence_match
bfcl_multi_turn:44,multi_step_tool_calling,BFCL v3 multi-turn base,tool_selection argument_generation multi_step_execution,ordered_tool_sequence_match
bfcl_multi_turn:45,multi_step_tool_calling,BFCL v3 multi-turn base,tool_selection argument_generation multi_step_execution,ordered_tool_sequence_match
bfcl_multi_turn:46,multi_step_tool_calling,BFCL v3 multi-turn base,tool_selection argument_generation multi_step_execution,ordered_tool_sequence_match
bfcl_multi_turn:47,multi_step_tool_calling,BFCL v3 multi-turn base,tool_selection argument_generation multi_step_execution,ordered_tool_sequence_match
bfcl_multi_turn:48,multi_step_tool_calling,BFCL v3 multi-turn base,tool_selection argument_generation multi_step_execution,ordered_tool_sequence_match
bfcl_multi_turn:49,multi_step_tool_calling,BFCL v3 multi-turn base,tool_selection argument_generation multi_step_execution,ordered_tool_sequence_match
bfcl_multi_turn:5,multi_step_tool_calling,BFCL v3 multi-turn base,tool_selection argument_generation multi_step_execution,ordered_tool_sequence_match
bfcl_multi_turn:50,multi_step_tool_calling,BFCL v3 multi-turn base,tool_selection argument_generation multi_step_execution,ordered_tool_sequence_match
bfcl_multi_turn:51,multi_step_tool_calling,BFCL v3 multi-turn base,tool_selection argument_generation multi_step_execution,ordered_tool_sequence_match
bfcl_multi_turn:52,multi_step_tool_calling,BFCL v3 multi-turn base,tool_selection argument_generation multi_step_execution,ordered_tool_sequence_match
bfcl_multi_turn:53,multi_step_tool_calling,BFCL v3 multi-turn base,tool_selection argument_generation multi_step_execution,ordered_tool_sequence_match
bfcl_multi_turn:54,multi_step_tool_calling,BFCL v3 multi-turn base,tool_selection argument_generation multi_step_execution,ordered_tool_sequence_match
bfcl_multi_turn:55,multi_step_tool_calling,BFCL v3 multi-turn base,tool_selection argument_generation multi_step_execution,ordered_tool_sequence_match
bfcl_multi_turn:56,multi_step_tool_calling,BFCL v3 multi-turn base,tool_selection argument_generation multi_step_execution,ordered_tool_sequence_match
bfcl_multi_turn:57,multi_step_tool_calling,BFCL v3 multi-turn base,tool_selection argument_generation multi_step_execution,ordered_tool_sequence_match
bfcl_multi_turn:58,multi_step_tool_calling,BFCL v3 multi-turn base,tool_selection argument_generation multi_step_execution,ordered_tool_sequence_match
bfcl_multi_turn:59,multi_step_tool_calling,BFCL v3 multi-turn base,tool_selection argument_generation multi_step_execution,ordered_tool_sequence_match
bfcl_multi_turn:6,multi_step_tool_calling,BFCL v3 multi-turn base,tool_selection argument_generation multi_step_execution,ordered_tool_sequence_match
bfcl_multi_turn:60,multi_step_tool_calling,BFCL v3 multi-turn base,tool_selection argument_generation multi_step_execution,ordered_tool_sequence_match
bfcl_multi_turn:61,multi_step_tool_calling,BFCL v3 multi-turn base,tool_selection argument_generation multi_step_execution,ordered_tool_sequence_match
bfcl_multi_turn:62,multi_step_tool_calling,BFCL v3 multi-turn base,tool_selection argument_generation multi_step_execution,ordered_tool_sequence_match
bfcl_multi_turn:63,multi_step_tool_calling,BFCL v3 multi-turn base,tool_selection argument_generation multi_step_execution,ordered_tool_sequence_match
bfcl_multi_turn:64,multi_step_tool_calling,BFCL v3 multi-turn base,tool_selection argument_generation multi_step_execution,ordered_tool_sequence_match
bfcl_multi_turn:65,multi_step_tool_calling,BFCL v3 multi-turn base,tool_selection argument_generation multi_step_execution,ordered_tool_sequence_match
bfcl_multi_turn:66,multi_step_tool_calling,BFCL v3 multi-turn base,tool_selection argument_generation multi_step_execution,ordered_tool_sequence_match
bfcl_multi_turn:67,multi_step_tool_calling,BFCL v3 multi-turn base,tool_selection argument_generation multi_step_execution,ordered_tool_sequence_match
bfcl_multi_turn:68,multi_step_tool_calling,BFCL v3 multi-turn base,tool_selection argument_generation multi_step_execution,ordered_tool_sequence_match
bfcl_multi_turn:69,multi_step_tool_calling,BFCL v3 multi-turn base,tool_selection argument_generation multi_step_execution,ordered_tool_sequence_match
bfcl_multi_turn:7,multi_step_tool_calling,BFCL v3 multi-turn base,tool_selection argument_generation multi_step_execution,ordered_tool_sequence_match
bfcl_multi_turn:70,multi_step_tool_calling,BFCL v3 multi-turn base,tool_selection argument_generation multi_step_execution,ordered_tool_sequence_match
bfcl_multi_turn:71,multi_step_tool_calling,BFCL v3 multi-turn base,tool_selection argument_generation multi_step_execution,ordered_tool_sequence_match
bfcl_multi_turn:72,multi_step_tool_calling,BFCL v3 multi-turn base,tool_selection argument_generation multi_step_execution,ordered_tool_sequence_match
bfcl_multi_turn:73,multi_step_tool_calling,BFCL v3 multi-turn base,tool_selection argument_generation multi_step_execution,ordered_tool_sequence_match
bfcl_multi_turn:74,multi_step_tool_calling,BFCL v3 multi-turn base,tool_selection argument_generation multi_step_execution,ordered_tool_sequence_match
bfcl_multi_turn:75,multi_step_tool_calling,BFCL v3 multi-turn base,tool_selection argument_generation multi_step_execution,ordered_tool_sequence_match
bfcl_multi_turn:76,multi_step_tool_calling,BFCL v3 multi-turn base,tool_selection argument_generation multi_step_execution,ordered_tool_sequence_match
bfcl_multi_turn:77,multi_step_tool_calling,BFCL v3 multi-turn base,tool_selection argument_generation multi_step_execution,ordered_tool_sequence_match
bfcl_multi_turn:78,multi_step_tool_calling,BFCL v3 multi-turn base,tool_selection argument_generation multi_step_execution,ordered_tool_sequence_match
bfcl_multi_turn:79,multi_step_tool_calling,BFCL v3 multi-turn base,tool_selection argument_generation multi_step_execution,ordered_tool_sequence_match
bfcl_multi_turn:8,multi_step_tool_calling,BFCL v3 multi-turn base,tool_selection argument_generation multi_step_execution,ordered_tool_sequence_match
bfcl_multi_turn:80,multi_step_tool_calling,BFCL v3 multi-turn base,tool_selection argument_generation multi_step_execution,ordered_tool_sequence_match
bfcl_multi_turn:81,multi_step_tool_calling,BFCL v3 multi-turn base,tool_selection argument_generation multi_step_execution,ordered_tool_sequence_match
bfcl_multi_turn:82,multi_step_tool_calling,BFCL v3 multi-turn base,tool_selection argument_generation multi_step_execution,ordered_tool_sequence_match
bfcl_multi_turn:83,multi_step_tool_calling,BFCL v3 multi-turn base,tool_selection argument_generation multi_step_execution,ordered_tool_sequence_match
bfcl_multi_turn:84,multi_step_tool_calling,BFCL v3 multi-turn base,tool_selection argument_generation multi_step_execution,ordered_tool_sequence_match
bfcl_multi_turn:85,multi_step_tool_calling,BFCL v3 multi-turn base,tool_selection argument_generation multi_step_execution,ordered_tool_sequence_match
bfcl_multi_turn:86,multi_step_tool_calling,BFCL v3 multi-turn base,tool_selection argument_generation multi_step_execution,ordered_tool_sequence_match
bfcl_multi_turn:87,multi_step_tool_calling,BFCL v3 multi-turn base,tool_selection argument_generation multi_step_execution,ordered_tool_sequence_match
bfcl_multi_turn:88,multi_step_tool_calling,BFCL v3 multi-turn base,tool_selection argument_generation multi_step_execution,ordered_tool_sequence_match
bfcl_multi_turn:89,multi_step_tool_calling,BFCL v3 multi-turn base,tool_selection argument_generation multi_step_execution,ordered_tool_sequence_match
bfcl_multi_turn:9,multi_step_tool_calling,BFCL v3 multi-turn base,tool_selection argument_generation multi_step_execution,ordered_tool_sequence_match
bfcl_multi_turn:90,multi_step_tool_calling,BFCL v3 multi-turn base,tool_selection argument_generation multi_step_execution,ordered_tool_sequence_match
bfcl_multi_turn:91,multi_step_tool_calling,BFCL v3 multi-turn base,tool_selection argument_generation multi_step_execution,ordered_tool_sequence_match
bfcl_multi_turn:92,multi_step_tool_calling,BFCL v3 multi-turn base,tool_selection argument_generation multi_step_execution,ordered_tool_sequence_match
bfcl_multi_turn:93,multi_step_tool_calling,BFCL v3 multi-turn base,tool_selection argument_generation multi_step_execution,ordered_tool_sequence_match
bfcl_multi_turn:94,multi_step_tool_calling,BFCL v3 multi-turn base,tool_selection argument_generation multi_step_execution,ordered_tool_sequence_match
bfcl_multi_turn:95,multi_step_tool_calling,BFCL v3 multi-turn base,tool_selection argument_generation multi_step_execution,ordered_tool_sequence_match
bfcl_multi_turn:96,multi_step_tool_calling,BFCL v3 multi-turn base,tool_selection argument_generation multi_step_execution,ordered_tool_sequence_match
bfcl_multi_turn:97,multi_step_tool_calling,BFCL v3 multi-turn base,tool_selection argument_generation multi_step_execution,ordered_tool_sequence_match
bfcl_multi_turn:98,multi_step_tool_calling,BFCL v3 multi-turn base,tool_selection argument_generation multi_step_execution,ordered_tool_sequence_match
bfcl_multi_turn:99,multi_step_tool_calling,BFCL v3 multi-turn base,tool_selection argument_generation multi_step_execution,ordered_tool_sequence_match
bfcl_v3:live_multiple_441-144-1,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_442-144-2,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_443-144-3,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_444-144-4,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_445-144-5,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_446-144-6,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_447-144-7,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_448-144-8,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_449-145-0,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_450-145-1,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_451-145-2,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_452-145-3,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_453-145-4,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_454-145-5,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_455-145-6,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_456-145-7,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_457-145-8,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_458-145-9,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_459-145-10,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_460-145-11,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_461-145-12,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_462-145-13,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_463-145-14,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_464-145-15,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_465-145-16,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_466-145-17,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_467-145-18,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_468-145-19,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_469-145-20,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_470-145-21,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_471-145-22,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_472-145-23,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_473-145-24,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_474-145-25,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_475-146-0,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_476-146-1,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_477-146-2,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_478-146-3,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_479-146-4,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_480-146-5,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_481-146-6,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_482-146-7,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_483-146-8,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_484-146-9,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_485-147-0,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_486-147-1,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_487-147-2,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_488-147-3,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_489-147-4,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_490-148-0,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_491-148-1,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_492-148-2,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_493-148-3,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_494-148-4,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_495-148-5,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_496-148-6,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_497-148-7,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_498-148-8,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_499-148-9,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_500-148-10,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_501-148-11,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_502-148-12,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_503-149-0,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_504-149-1,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_505-149-2,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_506-149-3,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_507-149-4,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_508-149-5,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_509-149-6,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_510-149-7,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_511-149-8,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_512-150-0,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_513-150-1,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_514-150-2,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_515-150-3,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_516-150-4,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_517-150-5,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_518-150-6,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_519-150-7,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_520-150-8,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_521-150-9,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_522-150-10,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_523-150-11,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
bfcl_v3:live_multiple_524-151-0,tool_calling,Berkeley Function Calling Leaderboard v3,tool_selection argument_generation,tool_call_exact_or_ast_match
